id,title_short,decision,reason_code,confidence,rationale,revisado_manualmente,color_numbers
1320,Dynamic Value at Risk Estimation in Multi-Functional Volterra Time-Series Model (MFVTSM),include,none,media,VaR dinamico en modelo Volterra multi-funcional de series de tiempo,no,
1321,Spatial-Temporal Interpolation of Reference Evapotranspiration for Pakistan,exclude,I1,media,"Interpolacion de evapotranspiracion en Pakistan, sin mencion de datos funcionales",no,
1322,NONLINEAR INDEPENDENT COMPONENT ANALYSIS FOR DISCRETE-TIME AND CONTINUOUS-TIME SIGNALS,exclude,I1,alta,"ICA no lineal para senales, sin relacion evidente a FDA",si,verde
1323,Forecasting intraday particle number size distribution: a functional time-series approach,include,none,media,Pronostico de distribucion de tamano de particulas intradia via FTS de alta dimension,no,
1324,Differential equations in data analysis,include,none,media,"Ecuaciones diferenciales en analisis de datos, revision de interseccion con FDA",no,
1325,Estimation and specification tests for functional quadratic spatial autoregressive model,include,none,baja,Estimacion y tests de especificacion para modelo espacial autoregresivo cuadratico funcional,no,
1326,A goodness-of-fit test for geometric Brownian motion,exclude,I1,alta,Test de bondad de ajuste para movimiento browniano geometrico para datos funcionales. Posiblemente asume datos funcionales y no trata suavizamiento.,si,verde
1327,Non parametric regression for locally stationary functional data,include,none,media,Regresion no parametrica para datos funcionales localmente estacionarios,no,
1328,A practical model from multidimensional layering: Personal finance information framework using mobil,exclude,I1,media,"Framework de finanzas personales via interfaz de software, no relacionado a FDA (falso positivo por 'finance')",no,
1329,Hidden Markov Mixture of Gaussian Process Functional Regression: Utilizing Multi-Scale Structure for,include,none,media,Mezcla de regresion funcional de proceso gaussiano oculta de Markov para pronostico multiescala,no,
1330,Time-Varying Functional Principal Components for Non-Stationary EpCO 2 in Freshwater Systems,include,E4,media,"FPCA variante en el tiempo para CO2 no estacionario, desarrollo metodologico sustantivo",no,
1331,On the Exact Asymptotic Error of the Kernel Estimator of the Conditional Hazard Function for Quasi-A,include,none,media,Error asintotico del estimador kernel de riesgo condicional para variables funcionales cuasi-asociadas,no,
1332,Statistical inference for high-dimensional panel functional time series,include,none,media,Inferencia estadistica para FTS panel de alta dimension via descomposicion de bases,no,
1333,CLUSTERING AND FORECASTING MULTIPLE FUNCTIONAL TIME SERIES,include,none,media,"Clustering y pronostico de multiples FTS aplicado a mortalidad, FPCA basado en paneles",no,
1334,Incorporating physics to overcome data scarcity in predictive modeling of protein function: A case s,exclude,I1,media,"Modelado de funcion de proteinas (biologia), sin relacion a FDA (funcion no es FDA)",no,
1335,Reinforced Risk Prediction With Budget Constraint Using Irregularly Measured Data From Electronic He,exclude,I1,media,"Prediccion de riesgo con registros medicos electronicos, sin mencion de datos funcionales",no,
1336,Forecasting High-Dimensional Functional Time Series: Application to Sub-National Age-Specific Mortal,include,none,media,"FTS de alta dimension aplicado a mortalidad subnacional, FANOVA",no,
1337,Least Square Estimation for Multiple Functional Linear Model with Autoregressive Errors,include,none,baja,Minimos cuadrados para modelo lineal funcional multiple con errores autorregresivos,no,
1338,Local and global timeseries proxies using functional principal component analysis: application to hi,include,none,baja,Proxies de series de tiempo via FPCA aplicados a history-matching petrolero,no,
1339,White noise testing for functional time series,include,none,baja,Test de ruido blanco para FTS,no,
1340,Recent developments in complex and spatially correlated functional data,include,none,media,Revision de datos funcionales complejos y espacialmente correlacionados,no,
1341,Nonparametric expectile shortfall regression for functional data,include,none,media,"Regresion de expectile shortfall no parametrica para datos funcionales, riesgo financiero",no,
1342,HARGRURNN: Human activity recognition using inertial body sensor gated recurrent units recurrent neu,exclude,E4,media,"Reconocimiento de actividad humana via sensores, mencion tangencial de 'datos funcionales' sin desarrollo metodologico",no,
1343,Multi-population modelling and forecasting life-table death counts,include,none,baja,Modelado multipoblacional de conteos de muerte en tablas de vida,no,
1344,Multivariate Control Charts and Changepoint Detection for Multivariate Functional Data by Nonparamet,include,none,media,Cartas de control multivariadas y deteccion de cambios para datos funcionales via FPCA,no,
1345,Single index regression for locally stationary functional time series,include,none,media,Regresion de indice unico para FTS localmente estacionarias,no,
1346,Permutation-based inference for function-on-scalar regression with an application in PET brain imagi,include,E4,media,"Regresion funcion-sobre-escalar aplicada a neuroimagen PET, metodologia funcional explicita",no,
1347,Forecasting the Colombian electricity spot price under a functional approach,include,none,baja,Pronostico de precio spot de electricidad colombiana via enfoque funcional,no,
1348,Nonparametric relative error regression for functional time series data under random censorship,include,none,baja,Regresion de error relativo no parametrica para FTS bajo censura aleatoria,no,
1349,Rich-text document styling restoration via reinforcement learning,exclude,I1,alta,"Restauracion de estilo de documentos via RL, sin relacion a FDA",si,verde
1350,The Demographics of Defense and Security in Japan,include,none,alta,Predicción de indicadores demográficos usando FDA. Relacionado débilmente con economía. Puede contener discusión sobre elección de base para suavizamiento de datos.,si,amarillo
1351,Functional Time Series Analysis Using Single-Index L1-Modal Regression,include,none,media,Analisis de FTS via regresion modal L1 de indice unico,no,
1352,A goodness-of-fit test for functional time series with applications to Ornstein-Uhlenbeck processes,include,none,media,"Test de bondad de ajuste para FTS aplicado a procesos Ornstein-Uhlenbeck, datos financieros de alta frecuencia",no,
1353,A general bi-clustering algorithm for object data with an application to the analysis of a Lombardy ,include,none,baja,"Bi-clustering de datos de objetos aplicado a linea ferroviaria, posible relevancia FDA via 'object data'",no,
1354,Describing the concentration of income populations by functional principal component analysis on Lor,include,none,media,FPCA sobre curvas de Lorenz para concentracion de ingreso,no,
1355,A flexible spatial autoregressive modelling framework for mixed covariates of multiple data types,include,none,media,Modelo SAR con covariables funcionales integradas metodologicamente,no,
1356,Weak convergence of the conditional U-statistics for locally stationary functional time series,include,none,baja,Convergencia debil de U-estadisticos condicionales para FTS localmente estacionarias,no,
1357,A kernel regression approach for identification of first order differential equations based on funct,include,none,baja,Regresion kernel para identificar ecuaciones diferenciales basado en datos funcionales,no,
1358,Intraday volatility analysis of CSI 300 index futures: a dependent functional data method,include,none,media,Volatilidad intradia del indice CSI 300 via datos funcionales dependientes,no,
1359,Empirical Asset Pricing with Functional Factors,include,none,media,Asset pricing empirico con factores funcionales,no,
1360,Remaining useful life prognosis of vacuum circuit breaker mechanical performance via vibration signa,exclude,I1,media,"Prognosis de vida util de disyuntores via vibracion, sin relacion a FDA",no,
1361,Visualization and assessment of spatio-temporal covariance properties,include,none,media,Visualizacion y evaluacion de propiedades de covarianza espacio-temporal via FDA,no,
1362,Change Point Analysis: Theory and Application,exclude,I1,alta,"Libro generico de analisis de puntos de cambio, sin indicio de enfoque FDA especifico",si,verde
1363,Detecting changes in the covariance structure of functional time series with application to fMRI dat,include,E4,media,"Deteccion de cambios en covarianza de FTS aplicado a fMRI, foco metodologico en covarianza funcional",no,
1364,Detection and localization of changes in a panel of densities,include,none,baja,Deteccion y localizacion de cambios en panel de densidades,no,
1365,Dynamically Consistent Analysis of Realized Covariations in Term Structure Models,include,none,media,"Covariaciones realizadas en modelos de estructura de tasas, datos de bonos",no,
